labels,text,text_hi,text_de
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","आप किसी के द्वारा हमारी डेटिंग सेवा से संपर्क किया जा रहा है! यह कौन है पता करने के लिए, एक भूमि लाइन से 0900009. पो ब्लैक बढ़कर 45501","Sie werden von unserem Dating-Service von jemandem kontaktiert, den Sie kennen! Um herauszufinden, wer es ist, rufen Sie von einer Landlinie 090500000928 an. PoBox45W2TG150P"
ham,"That's fine, have him give me a call if he knows what he wants or has any questions","ठीक है, उसे एक फोन दे अगर वह जानता है कि क्या चाहता है या कोई सवाल है","Er soll mich anrufen, wenn er weiß, was er will oder Fragen hat."
ham,"Sorry, got a late start, we're on the way","क्षमा करें, एक देर से शुरू हो गया, हम रास्ते पर हैं","Tut mir leid, wir sind auf dem Weg."
ham,Then u go back urself lor...,फिर जल्दी से चले जाओ...,"Dann gehen Sie zurück, lor..."
ham,I AM AT THE GAS STATION. GO THERE.,मैं वहाँ जाओ.,Ich bin auf der Gasstation.
ham,"K, if u bored up just come to my home..","के., अगर यू. एस.","K, wenn du dich langweilst, komm einfach zu mir nach Hause."
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,"बेबे, मैं तुमको प्यार करता हूँ! * चुंबन में अपने चेहरे को धोता है *",Babe!!! Ich liebe dich!!! *bedeckt dein Gesicht in Küsse*
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome","जैसे मैं उसे फेंक दिया जब हम अपने दोस्त की कार में धूम्रपान कर रहे थे एक बार, यह भयानक था","Als hätte ich ihn einmal übergeben, als wir im Auto unseres Freundes rauchten."
ham,Still i have not checked it da. . .,फिर भी मैं इसे डा की जाँच नहीं की है.,Ich habe es noch nicht überprüft da...
ham,You will go to walmart. I.ll stay.,मैं रुकूंगा।,Du gehst zu Walmart. Ich bleibe.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too","मैं तुम्हें भूल नहीं गया है, मैं कल, तुम्हें भेजने के लिए एक जोड़े रुपये हो सकता है? मैं फिर भी प्यार करता हूँ","Ich habe dich nicht vergessen, ich habe vielleicht ein paar Mäuse, um dich morgen zu schicken, k? Ich liebe dich auch"
ham,Oh great. I.ll disturb him more so that we can talk.,ओह महान. मैं उसे और परेशान करता हूँ ताकि हम बात कर सकें.,"Ich störe ihn mehr, damit wir reden können."
ham,Reverse is cheating. That is not mathematics.,यह गणित नहीं है ।,Das ist keine Mathematik.
ham,U're welcome... Caught u using broken english again...,यू का स्वागत कर रहे हैं...,"Gern geschehen, dass ich wieder gebrochenes Englisch benutzt habe."
ham,No problem baby. Is this is a good time to talk? I called and left a message.,कोई समस्या नहीं ।,Ich habe angerufen und eine Nachricht hinterlassen.
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,Oh is it! Which brand?,"ओह, यह क्या है?",Welche Marke?
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,क्षमा करें मैं अभी अपने फोन ले जा सकते हैं. यह ऐसा होता है कि वहाँ 2वाटो आप चाहते हैं. वह आकर बीमार हो सकता है और उसे चिकित्सा बीमा मिल सकता है. और वह अभी उसके लिए सही चिकित्सा बीमा के लिए खरीदा जा सकता है. तो मैं अभी उसे सही चिकित्सा बीमा के लिए खरीदारी कर रहा हूँ. तो बस मुझे दे जब मैं उस व्यक्ति को सही राह दिखा सकता है कि मुझे सही राह दिखा सकता है. यह है कि मैं एक अच्छा तरीका है.,"Es tut mir leid, ich kann nicht nehmen Sie Ihren Anruf jetzt. Es passiert so, dass es r 2waxsto tun wat Sie wollen. Sie kann kommen und krank bekommen ihre Krankenversicherung. Und sie wird in der Lage zu liefern und haben grundlegende Pflege. Ich bin derzeit für die richtige Krankenversicherung für sie einkaufen. Also geben Sie mir bis Freitagmorgen. Das ist, wenn ich die große Person, die mich zur richtigen Versicherung führen kann sehen."
ham,At what time are you coming.,उस समय तुम आ रहे हो.,Zu welchem Zeitpunkt kommst du?
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,उसे बुलाओ और कहो कि आज आप ठीक नहीं आते हैं...... और उन्हें मुझे इस तरह मूर्ख करने के लिए नहीं कहना,"Ruf ihn an und sag, dass du heute nicht kommst, okay und sag ihnen, sie sollen mich nicht so täuschen."
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,मैं ई-मेल अपने हिस्से यािडी..,Ich mailte Yifeng meinen Teil oredi.. Kann ich es von ihm..
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,uu यकीन है कि वे समझ जाएगा! शराब * अच्छा विचार था सिर्फ एक पागल!,"R u sicher, dass sie das verstehen werden! Wein * gute Idee hatte nur einen Schlürf!"
ham,Minimum walk is 3miles a day.,न्यूनतम चाल एक दिन है 3miles.,Minimaler Spaziergang ist 3 Meilen pro Tag.
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,एक समस्या उन्हें एक टैक्सी नहीं मिलेगी। कल और tapes दिन। लगता है कि हम सभी stes करने के लिए जा रहे हैं लगता है।,"Kein Problem wird ihnen morgen und Dienstag ein Taxi besorgen. Am Dienstag denken wir, dass wir alle ins Kino gehen."
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",मस्तिष्कहीन बेबी डॉ.,"Brainless Baby Doll.:-D;-), Fahrzeug Sariyag fahren Madoke Barolla.."
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,मैं umuuuu नहीं चला है... मैं धीरे से चलते हैं; यह मुझे मारता है कि यू मुझे रोकने के लिए पर्याप्त परवाह नहीं है...,"Ich renne nicht weg frm u... ich gehe langsam &amp; es tötet mich, dass u nicht genug interessiert, um mich zu stoppen..."
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,क्षमा करें मैं जब आप समय है बात याद किया है। मैं 07090202 पर हूँ,"Tut mir leid, dass ich deinen Anruf verpasst habe, lass uns reden, wenn du Zeit hast. Ich bin auf 07090201529"
ham,Please attend the phone:),कृपया फोन पर जाएँ:,Bitte besuchen Sie das Telefon:)
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,"आप केवल मुझसे नफरत करते हैं. आप किसी को भी फोन कर सकते हैं, लेकिन आप भी मेरे एक फोन स्वीकार कर लिया. या आप भी संदेश दिया भी","Du kannst jeden anrufen, aber du hast nicht einmal einen einzigen Anruf von mir angenommen."
ham,No messages on her phone. I'm holding it now,उसके फोन पर कोई संदेश नहीं है. मैं अब इसे धारण कर रहा हूँ,Keine Nachrichten auf ihrem Handy.
ham,Can... I'm free...,... मैं मुक्त कर रहा हूँ...,Kann... ich bin frei...
ham,"Yo my trip got postponed, you still stocked up?","यो मेरी यात्रा समाप्त हो गया, तुम अभी भी लूट लिया?","Meine Reise wurde verschoben, hast du immer noch auf Lager?"
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,I am waiting for your call sir.,मैं अपने फोन सर के लिए इंतजार कर रहा हूँ.,"Ich warte auf Ihren Anruf, Sir."
ham,Hey what are you doing. Y no reply pa..,अरे तुम क्या कर रहे हैं.,"Hey, was machst du da?"
