labels,text,text_hi,text_de,text_fr
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths 50 मूल्य नारंगी लाइन किराए पर और नवीनतम कैमरा फोन 4 शून्य. क्या आपके फोन 11mths?,4mths Halbpreis Orange Line Vermietung & die neuesten Kamera-Handys 4 KOSTENLOS. Hatte Ihr Telefon 11mths? Rufen Sie MobilesDirect kostenlos auf 08000938767 jetzt zu aktualisieren! or2stoptxt,4mths moitié prix Orange ligne location & dernière caméra téléphones 4 GRATUIT. Avait votre téléphone 11mths? Appelez MobilesDirect gratuitement le 08000938767 à mettre à jour maintenant! ou2stoptxt
ham,I can send you a pic if you like :),मैं तुम्हें एक pi भेज सकते हैं अगर आप की तरह:),"Ich kann Ihnen ein Bild schicken, wenn Sie möchten :)",Je peux vous envoyer une photo si vous voulez :)
ham,Okay... I booked all already... Including the one at bugis.,ठीक है... मैं पहले से ही सभी को पढ़ा... जो बगिस में शामिल है.,"Okay, ich habe schon alles gebucht, inklusive der bei buggis.","J'ai déjà réservé, y compris celui du bugis."
ham,"Aight fuck it, I'll get it later","मैं इसे बाद में मिल जाएगा यह एक कड़ा बकवास,","Ach, scheiß drauf, ich krieg's später.","Merde, je l'aurai plus tard."
ham,No de. But call me after some time. Ill tell you k,नहीं डी. लेकिन कुछ समय के बाद मुझे फोन. मैं आपको के- से बताता हूँ,"Nein, aber ruf mich nach einiger Zeit an.","Non, mais appelez-moi après un certain temps."
ham,So dont use hook up any how,तो किसी भी तरह हुक का उपयोग नहीं करें,Also verwenden Sie nicht Haken bis keine wie,Alors n'utilise pas de brancher comment
ham,How much is blackberry bold2 in nigeria.,कितना ब्लैकबरी निडर2 में है.,Wie viel ist Brombeere fett2 in nigeria.,Combien est bold2 de mûrier noir dans la nigère.
ham,Hi where you. You in home or calicut?,हाय तुम कहाँ हो.,Bist du zu Hause oder Calicut?,Vous êtes à la maison ou au calicut?
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,अरे डार्लिन. मैं कॉलेज में यू यू को चुन सकते हैं अगर यू यू पी मुझे बताओ कि 2 met.,"Hey Darlin.. ich kann abholen u an der Hochschule, wenn u sagen mir, wen & wo 2 mt.. liebe Pete xx",Hey darlin.. Je peux prendre u à l'université si u me dire Wen & où 2 mt.. love Pete xx
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","YOM के द्वारा प्रदान सेवा AOM, सिर्फ GBP5/ माह. AOM6, एम. AOM1, यू.","Rufen Sie 09094100151 ur Minuten zu verwenden! Anrufe cast 10p/min (mob variieren). Service von AOM, nur GBP5/Monat. AOM Box61,M60 1ER bis u stop. Alter nur 18+!","Appelez le 09094100151 pour utiliser les minutes! Appels moulés 10p/min (mob varient). Service fourni par AOM, seulement GBP5/mois. AOM Box61,M60 1ER jusqu'à l'arrêt."
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...","ओह... मैं 10 बिलिंग पर nhona के लिए जा सकते हैं के लिए कोई nhob के लिए जल्दी कर सकते हैं... Okr, जब मैं तैयार कर रहे हैं मुझे फोन करते हैं...","Oh... ich war ein Teil von Goin Yogasana bei 10 Den keine nd zu gehen in 3 Den kann zu Parco 4 nb eilen... Okie lor, u rufen Sie mich an, wenn bereit...","Oh... j'étais en train de faire du yoga à 10 den no nd aller à 3 den peut se précipiter au parc 4 nb... Okie lor, tu m'appelles quand tu es prêt..."
ham,Y so late but i need to go n get da laptop...,हाँ इतना देर पर लेकिन मैं n के लिए दा लैपटॉप पाने की जरूरत है...,"Du bist so spät, aber ich muss los, um den Laptop zu holen...","Si tard, mais j'ai besoin d'aller chercher l'ordinateur portable..."
ham,"Sir, I am waiting for your mail.","महोदय, मैं अपनी डाक के लिए इंतजार कर रहा हूँ.","Sir, ich warte auf Ihre Post.","Monsieur, j'attends votre courrier."
ham,.Please charge my mobile when you get up in morning.,. कृपया मेरे मोबाइल आरोप जब आप सुबह में मिलता है.,"Bitte laden Sie mein Handy, wenn Sie morgens aufstehen.","Je vous en prie, chargez mon portable quand vous vous levez le matin."
ham,"Nothing, i got msg frm tht unknown no..","कुछ नहीं, मैं कोई अज्ञात gremt मिल गया.","Nichts, ich habe Msg frm tht unbekannt nein.","Rien, j'ai reçu msg frm tht inconnu non.."
ham,Ugh fuck it I'm resubbing to eve,ऊब बकवास यह मैं ईव करने के लिए फिर से चल रहा हूँ,"Oh, scheiß drauf, ich tauche um, um zu eva zu kommen.","Merde, je me frotte à la veille."
ham,He didn't see his shadow. We get an early spring yay,"वह अपनी छाया नहीं देख पाया, हम जल्दी ही सोते हुए पाते हैं।",Er hat seinen Schatten nicht gesehen.,Il n'a pas vu son ombre.
ham,I did. One slice and one breadstick. Lol,मैंने किया एक टुकड़ा और एक रोटी का मेल.,Ein Stück und ein Brotstäbchen.,"Je l'ai fait, une tranche et une baguette."
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...","अरे, मैं आप चाहते हैं! मैं तुम्हें याद आती है! मैं तुम्हें याद आती है!","Ich liebe dich, Ahmad Saeed al Hallaq.","Hé! Je te veux! Je t'en veux! Tu me manques! J'ai besoin de toi! Je t'aime, Ahmad Saeed al Hallaq..."
ham,Is there any training tomorrow?,क्या कल कोई प्रशिक्षण है?,Gibt es morgen eine Ausbildung?,Y a-t-il de l'entraînement demain?
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",XURGENENT! आपके मोबाइल कोई WURURT***2 Stod Wagad Gogad Govig Tad Gog का एक सौ हज़ार 06 डॉलर का पुरस्कार आप तक पहुँचने की कोशिश कर रहा है! मुझे लगता है कि आप तक पहुँचने की कोशिश कर रहे हैं 090666626262220 के साथ!,"URGENT! Ihr Handy No *********** WON ein £2.000 Bonus Caller Prize am 02/06/03! Dies ist der zweite Versuch, um Sie zu erreichen! Rufen Sie 09066362220 SoAP! BOX97N7QP, 150ppm","URGENT! Votre mobile Non ************ WON a £2,000 Bonus Caller Prize on 02/06/03! C'est la 2ème tentative pour vous joindre! Appelez le 09066362220 au plus vite! BOX97N7QP, 150ppm"
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,सभी संपर्कों के लिए बाहर चले जाते हैं udeudeuu svueuuu udu udu udu मेरे चेहरे पर एक मुस्कान डाल दिया. uke s. owu गर्म गर्म. hik. oud इतना c. shikikik. u. u. ukikikik. u. u. udd. uikid; वास्तव में जाओ; तुम मुझे एक रंग की याद आती है.,Pass dis an alle ur Kontakte n sehen wat u get! Red;i'm in luv wid u. Blue;u setzen ein Lächeln auf mein Gesicht. Lila;u r realy heiß. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana gehen wid u. Yelow;i wnt u bck. Black;i'm eifersüchtig auf u. Brown;i vermissen Sie Nw plz giv mir eine Farbe,Passer à tous les contacts ur n see wat u get! Red;i'm in luv wid u. Blue;u met un sourire sur mon visage. Purple;u r realy hot. Rose;u r so swt. Orange;i thnk i lyk u. Green;i realy wana sortir avec u. Yelow;i wnt u bck. Black;i'm jalous of u. Brown;i miss you Nw plz giv me one color
ham,Cos daddy arranging time c wat time fetch ü mah...,पिताजी ने समय का प्रबन्ध किया है,Denn Papa arrangieren Zeit c wat Zeit holen u mah...,Parce que papa arrange le temps c wat le temps d'aller chercher ü mah...
ham,Then. You are eldest know.,फिर तुम बड़े हो।,Dann bist du Ältester.,"Alors, vous êtes l'aîné le savez."
ham,Who's there say hi to our drugdealer,वहाँ हमारे दवा आदर्शर के लिए हाय कहते हैं,Wer ist da sagen hallo zu unserem drugdealer,Qui dit bonjour à notre drogué?
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,इस तरह की बातों पर यकीन करना बहुत मुश्‍किल है ।,"Es ist schwer, solche Dinge zu glauben. Alle können sagen, lügen, aber denken zweimal, bevor sie etwas zu mir sagen.",C'est dur de croire des choses comme ça. Tout peut dire mentir mais réfléchir à deux fois avant de me dire quoi que ce soit.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","ई. एन. ए. ए., ए., ए., ए.सी., एम.","Eerie Nokia Töne 4u, rply TONE TITEL bis 8007 zB TONE DRACULA bis 8007 Titel: GHOST, ADDAMSFA, MUNSTER, EXORCIST, TWILIGHT www.getzed.co.uk POBox36004W45WQ 150p","Eerie Nokia tones 4u, rply TONE TITRE à 8007 par exemple TONE DRACULA à 8007 Titres: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
